"민방위대피시설명",민방위대피시설구분,소재지도로명주소,소재지지번주소,위도,경도,민방위대피시설면적,대피가능인원수,개방여부,평시활용유형,관리기관전화번호,관리기관명,데이터기준일자
"스카이타운",공공용,"경상북도 영주시 번영로 128 (하망동, 스카이타운)",,36.8234165,128.6273256,2249,2726,Y,주차장,054-639-5984,경상북도 영주시청,2017-04-30
"풍기우정교육센터",공공용,경상북도 영주시 풍기읍 죽령로 1396,,36.8871206,128.4784577,616,746,Y,창고,054-639-5984,경상북도 영주시청,2017-04-30
"세영첼시빌아파트",공공용,경상북도 영주시 남간로71번길 10 (휴천동),,36.8195953,128.6363177,1220,1478,Y,주차장,054-639-5984,경상북도 영주시청,2017-04-30
"화성라온빌",공공용,경상북도 영주시 남간로71번길 46 (휴천동),,36.8201245,128.6363604,557,675,Y,주차장,054-639-5984,경상북도 영주시청,2017-04-30
"농협파머스",공공용,경상북도 영주시 구성로 25 (조암동),,36.7958200,128.6315635,4438,5379,Y,주차장,054-639-5984,경상북도 영주시청,2017-04-30
"영주교육지원청",공공용,경상북도 영주시 가흥로 165 (가흥동),,36.8122670,128.6124146,391,473,Y,지하시설,054-639-5984,경상북도 영주시청,2017-04-30
"영주우체국 지하",공공용,경상북도 영주시 중앙로 49 (영주동),,36.8210729,128.6215963,1193,1446,Y,주차장,054-639-5984,경상북도 영주시청,2017-04-30
"상망동주민센터",공공용,경상북도 영주시 광복로 87 (상망동),,36.8281060,128.6283306,71,83,Y,주차장,054-639-5984,경상북도 영주시청,2017-04-30
"세영리첼아파트",공공용,경상북도 영주시 대동로 2 (가흥동),,36.8147154,128.6029901,22843,1950,Y,주차장,054-639-5984,경상북도 영주시청,2017-04-30
"부영아파트",공공용,경상북도 영주시 대동로 7 (가흥동),,36.8184654,128.6023197,57305,3510,Y,주차장,054-639-5984,경상북도 영주시청,2017-04-30
